network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
719,1,6,852.160492514431,0,0.124791925507803,1,0,0,0
665,0,2,167.658441660297,0,0.311150174143006,1,0,1,0
662,1,2,3020.38603230461,2,0.20562807111981,0,0,0,0
761,1,5,587.664439084909,0,0.223404842282209,3,0,0,1
504,1,4,2301.83660644867,0,0.0375548537427198,1,2,0,0
636,1,5,1000.17407377292,0,0.530251747357143,2,0,0,1
437,2,9,32.7249645315393,2,0.655557007996813,2,0,0,1
564,1,5,619.477979290652,0,0.700845965794434,3,0,0,1
473,1,3,1785.5679957045,0,0.206551231119108,1,2,0,0
519,1,3,42.5355672661714,0,0.0942590558146546,3,1,0,1
619,1,1,1612.28780182163,0,0.287408030880999,1,3,0,0
336,0,1,760.273750768016,0,0.166368751380928,1,4,0,0
918,1,3,36.4392379113253,1,0.0908575424418104,0,1,0,1
298,2,5,374.210775478784,1,0.120292144184248,0,0,0,0
257,1,1,24.5080746450879,1,0.0527489254674629,2,0,0,0
731,1,2,1.37421782618207,0,0.596147401947072,2,0,0,0
658,0,3,1813.96843314325,0,0.27318903507019,1,2,0,1
624,1,4,1104.49893872997,2,0.392921256251069,1,0,0,0
625,1,4,273.397546733353,1,0.869193051603424,3,0,0,1
497,1,5,96.5693334466899,0,0.328681120990339,1,2,0,1
320,1,5,44.7760714887852,0,0.240583882405395,0,0,0,0
515,2,4,1993.27755889335,0,0.425469373607276,1,2,0,0
364,1,5,785.852236645699,1,0.242100325164899,2,0,0,0
695,2,5,140.015160833209,0,0.268389912547167,1,0,0,1
470,1,5,915.210709660091,2,0.384418576359952,1,0,0,0
334,1,4,5443.23250905814,0,0.140007600111341,1,2,0,0
435,1,2,1241.03868331303,0,0.149423039292628,0,0,0,0
582,1,4,473.241517663612,0,0.156339294458896,0,0,0,0
387,0,3,1346.36711893421,2,0.506632905273745,3,0,0,1
335,1,10,1091.02122308978,2,0.419770376974036,2,2,0,1
548,1,2,74.2654169369768,0,0.426519135310481,0,0,0,0
548,2,8,2079.67912675228,0,0.591484220698688,1,0,0,1
398,2,1,1724.04444213429,2,0.0201647170282324,3,2,1,1
405,1,1,714.370993265339,0,0.373661772631654,1,2,1,0
546,2,5,567.663897695085,0,0.266271018400528,0,1,1,0
210,1,5,206.748623968603,2,0.0507459575014565,3,0,0,1
218,1,2,1438.82373846879,2,0.774469964633465,1,3,0,1
356,1,5,452.347117697383,0,0.365331434412175,3,0,1,1
457,1,8,692.680954767229,0,0.0407143342707764,2,2,0,1
562,1,8,149.147989862239,2,0.436620873296335,1,1,0,1
795,1,5,192.458410790753,0,0.516055142803763,4,1,0,1
671,1,3,3370.57406146324,0,0.364193310410813,3,2,0,1
468,2,5,544.97484016273,0,0.265169604983357,1,4,0,1
496,0,3,1353.13847747718,2,0.247824023406792,1,0,0,0
299,2,5,1416.29590515219,0,0.583533768645037,0,2,0,0
496,1,4,3192.43449059507,0,0.467379886041575,3,0,0,1
442,1,2,3255.12933335442,0,0.462124300638746,3,0,0,1
564,1,10,488.451087712157,2,0.318648705054112,2,0,0,1
334,1,3,2401.72835230634,1,0.0942556705721732,3,2,0,1
603,1,3,363.876926001387,1,0.632443082503476,1,1,0,1
806,1,6,748.458614360971,1,0.729387193883101,0,0,0,1
478,2,5,1379.48597625183,1,0.548642161353256,2,2,0,0
580,1,7,1960.7431473749,0,0.213434189312788,4,0,0,1
638,1,4,593.599774038021,2,0.202530015406843,1,2,0,0
419,1,5,432.834703599796,1,0.46121151797168,1,0,1,0
544,1,3,1043.08771018407,1,0.230473140735923,3,0,1,1
502,1,2,486.938315680971,1,0.232017342828845,2,4,0,0
519,1,2,891.309164395131,0,0.518790531842638,1,1,0,0
345,1,4,1304.60649674032,0,0.312577903387128,2,2,1,0
504,1,5,1471.72145855646,1,0.563342678029554,1,0,0,0
599,1,5,234.760587850266,0,0.327744185933233,2,2,1,0
790,2,6,677.893449485451,0,0.0567142081720265,1,0,0,0
691,2,7,20.2823603958724,1,0.100432533902534,1,2,1,1
930,1,6,1278.62514880505,1,0.384253129359767,3,1,0,1
346,1,2,106.912134153398,2,0.287944899114595,2,2,0,0
674,2,1,1642.61056637103,1,0.264778589370973,2,1,1,0
536,1,5,417.791888379051,0,0.292890960936872,1,0,1,0
937,1,6,146.435000720823,0,0.763865271595283,1,0,0,1
338,1,4,1270.98273129249,1,0.392721105003588,2,0,1,1
332,1,6,178.80127935801,2,0.217152145416049,1,1,0,0
380,2,7,401.247845704869,0,0.217827316183727,4,0,1,1
75,2,2,669.385336695878,1,0.696400029278497,1,2,0,1
394,1,5,357.067106150211,0,0.0783668806492494,1,0,0,0
348,1,2,157.813743397337,0,0.132929620318674,3,2,0,1
530,1,6,416.827102302569,1,0.0909857164519636,1,3,1,0
568,1,7,124.616338605493,1,0.307605258587502,2,0,0,1
875,0,4,1015.96320833309,0,0.126803501011221,3,0,0,1
690,1,5,150.515547255431,2,0.15034100034152,2,2,0,0
384,1,4,526.815037392136,1,0.117335389457885,1,1,0,0
320,2,4,657.472471427349,1,0.334490655705082,0,0,0,0
598,2,2,2321.3119313246,0,0.0549769407877706,2,0,1,1
235,2,4,65.1922441707455,0,0.245024511040578,2,0,0,0
866,1,8,2132.62816677797,2,0.118687722264971,1,0,0,1
735,1,2,186.783786177037,1,0.119475509307722,2,0,0,0
406,1,1,1470.76024460726,2,0.386785272279218,2,0,0,0
157,1,7,75.8840503849137,0,0.099117919779548,2,0,0,1
770,0,2,3586.53036350045,2,0.43741993949634,1,0,0,0
477,1,2,1318.67919084145,0,0.357127993898725,0,2,0,0
747,0,3,52.0158476608773,0,0.172396815317602,4,0,0,1
181,1,5,192.751818531581,0,0.434781186938311,0,0,0,1
380,2,4,636.223650897408,2,0.519926677552462,3,3,0,1
501,1,5,593.150953977488,0,0.377176642531265,0,4,0,1
509,0,6,793.823275357708,0,0.148851366493271,2,2,0,0
409,1,3,498.160930211211,0,0.189520340636497,0,0,0,0
624,1,4,1059.90148161072,0,0.263002678559536,2,3,1,0
286,2,4,342.764628457692,1,0.157159695260203,0,2,0,0
471,1,4,155.24345713718,2,0.383912496840622,2,0,0,0
524,1,3,27.4905555551236,0,0.362269685197085,1,1,0,0
602,0,5,314.156326460914,0,0.289065349429187,1,0,0,0
642,1,6,445.326498567788,1,0.318640240907445,0,2,0,0
275,1,6,860.859465350911,0,0.145454358885163,1,0,0,0
193,1,2,1313.8017528376,2,0.275964214831865,2,2,1,0
755,2,6,219.615586244366,0,0.479602014296958,2,0,0,0
566,1,5,543.715128004848,2,0.615184812054315,2,2,0,1
350,1,4,212.980595450182,0,0.319267029353475,3,0,0,1
810,1,6,2415.45212087233,0,0.486050128387785,2,2,0,0
523,1,1,834.26984721052,1,0.245715100882412,1,0,0,1
735,1,5,906.320540798259,2,0.0417781282014548,2,0,0,1
513,1,2,606.104444143641,0,0.440786022296809,1,1,0,1
912,1,6,264.838917966071,0,0.519106391604916,2,0,0,1
851,1,7,178.944837530513,1,0.246511439577556,2,2,0,1
450,1,4,855.193503085866,0,0.140499663324983,1,0,0,0
694,1,4,2037.8395540157,1,0.134227561919901,4,2,1,1
629,1,7,191.513572814171,0,0.181773886639099,0,2,1,1
773,1,2,678.465291450771,1,0.166040924768731,1,2,0,0
307,1,6,602.869907560824,2,0.787027046338571,3,1,0,1
637,1,2,821.003005901963,0,0.144507002359606,1,1,0,0
711,1,5,708.977770472328,2,0.0463257316611211,2,0,0,0
148,2,4,254.837055729214,0,0.233241369467346,1,2,0,1
263,1,3,940.675558178021,1,0.121795795092462,3,0,1,1
92,1,1,254.688782943854,0,0.291331822418361,4,0,0,1
446,1,2,846.729828223908,0,0.575462811961933,1,0,0,0
643,1,3,285.263790886835,1,0.253875261365288,3,0,0,1
800,2,3,68.8147996774404,1,0.564630378176956,1,0,0,0
514,1,2,108.860437139508,0,0.367437097153633,2,2,0,1
825,1,8,1437.07797009499,0,0.383950944921588,3,1,1,1
223,1,5,103.499702471233,0,0.6259181133813,2,0,0,1
159,1,4,320.995088975261,0,0.165069782878572,2,0,0,0
488,1,2,271.339468811621,0,0.118112115272475,3,0,0,1
